x,y,TOTAL_RAIN,TOTAL_SNOW,PROVINCE_CODE,CLIMATE_IDENTIFIER,MAX_TEMPERATURE_FLAG,MIN_TEMPERATURE_FLAG,MEAN_TEMPERATURE_FLAG,LOCAL_MONTH,HEATING_DEGREE_DAYS,MIN_REL_HUMIDITY,ID,TOTAL_PRECIPITATION,SNOW_ON_GROUND,SPEED_MAX_GUST_FLAG,COOLING_DEGREE_DAYS,MAX_TEMPERATURE,TOTAL_PRECIPITATION_FLAG,MAX_REL_HUMIDITY_FLAG,MAX_REL_HUMIDITY,LOCAL_DAY,MIN_TEMPERATURE,SNOW_ON_GROUND_FLAG,SPEED_MAX_GUST,HEATING_DEGREE_DAYS_FLAG,MIN_REL_HUMIDITY_FLAG,TOTAL_RAIN_FLAG,LOCAL_YEAR,STATION_NAME,LOCAL_DATE,MEAN_TEMPERATURE,DIRECTION_MAX_GUST,DIRECTION_MAX_GUST_FLAG,TOTAL_SNOW_FLAG,COOLING_DEGREE_DAYS_FLAG
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,5,8.9,,8206500.2005.5.11,0,0,,0,13.1,,M,,11,5.1,,0,,M,,2005,YARMOUTH A,2005-05-11 00:00:00,9.1,0,,,
-66.0886111111111,43.83083333333333,1.6,0,NS,8206500,,,,5,12,,8206500.2005.5.12,1.6,0,E,0,9.8,,M,,12,2.2,,65,,M,,2005,YARMOUTH A,2005-05-12 00:00:00,6,33,E,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,5,13.9,,8206500.2005.5.13,0,0,E,0,7.2,,M,,13,1,,50,,M,,2005,YARMOUTH A,2005-05-13 00:00:00,4.1,33,E,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,5,11.9,,8206500.2005.5.14,0,0,E,0,9.5,,M,,14,2.6,,43,,M,,2005,YARMOUTH A,2005-05-14 00:00:00,6.1,33,E,,
-66.0886111111111,43.83083333333333,6.4,0,NS,8206500,,,,5,8.5,,8206500.2005.5.15,6.4,0,,0,15.8,,M,,15,3.1,,0,,M,,2005,YARMOUTH A,2005-05-15 00:00:00,9.5,0,,,
-66.0886111111111,43.83083333333333,4.2,0,NS,8206500,,,,5,11.1,,8206500.2005.5.16,4.2,0,E,0,8.2,,M,,16,5.5,,32,,M,,2005,YARMOUTH A,2005-05-16 00:00:00,6.9,10,E,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,5,9.5,,8206500.2005.5.17,0,0,E,0,11.4,,M,,17,5.5,,37,,M,,2005,YARMOUTH A,2005-05-17 00:00:00,8.5,32,E,,
-66.0886111111111,43.83083333333333,3.8,0,NS,8206500,,,,5,9.9,,8206500.2005.5.18,3.8,0,,0,10.3,,M,,18,5.8,,0,,M,,2005,YARMOUTH A,2005-05-18 00:00:00,8.1,0,,,
-66.0886111111111,43.83083333333333,14,0,NS,8206500,,,,5,10,,8206500.2005.5.19,14,0,,0,10.9,,M,,19,5.1,,0,,M,,2005,YARMOUTH A,2005-05-19 00:00:00,8,0,,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,5,9.3,,8206500.2005.5.20,0,0,E,0,12.3,,M,,20,5.1,,43,,M,,2005,YARMOUTH A,2005-05-20 00:00:00,8.7,33,E,,
-66.0886111111111,43.83083333333333,10.6,0,NS,8206500,,,,5,7.9,,8206500.2005.5.21,10.6,0,E,0,15.1,,M,,21,5,,59,,M,,2005,YARMOUTH A,2005-05-21 00:00:00,10.1,7,E,,
-66.0886111111111,43.83083333333333,10.4,0,NS,8206500,,,,5,9.4,,8206500.2005.5.22,10.4,0,E,0,10.8,,M,,22,6.4,,70,,M,,2005,YARMOUTH A,2005-05-22 00:00:00,8.6,9,E,,
-66.0886111111111,43.83083333333333,23.2,0,NS,8206500,,,,5,10.5,,8206500.2005.5.23,23.2,0,E,0,9.3,,M,,23,5.6,,80,,M,,2005,YARMOUTH A,2005-05-23 00:00:00,7.5,11,E,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,5,10.8,,8206500.2005.5.24,0,0,E,0,9.1,T,M,,24,5.2,,63,,M,T,2005,YARMOUTH A,2005-05-24 00:00:00,7.2,7,E,,
-66.0886111111111,43.83083333333333,20,0,NS,8206500,,,,5,10.2,,8206500.2005.5.25,20,0,E,0,9.5,,M,,25,6,,65,,M,,2005,YARMOUTH A,2005-05-25 00:00:00,7.8,8,E,,
-66.0886111111111,43.83083333333333,65.4,0,NS,8206500,,,,5,8.1,,8206500.2005.5.26,65.4,0,E,0,11.6,,M,,26,8.2,,54,,M,,2005,YARMOUTH A,2005-05-26 00:00:00,9.9,8,E,,
-66.0886111111111,43.83083333333333,1.4,0,NS,8206500,,,,5,6.9,,8206500.2005.5.27,1.4,0,,0,14.9,,M,,27,7.3,,0,,M,,2005,YARMOUTH A,2005-05-27 00:00:00,11.1,0,,,
-66.0886111111111,43.83083333333333,0.2,0,NS,8206500,,,,5,9.6,,8206500.2005.5.28,0.2,0,,0,10.1,,M,,28,6.6,,0,,M,,2005,YARMOUTH A,2005-05-28 00:00:00,8.4,0,,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,5,7.3,,8206500.2005.5.29,0,0,,0,14.6,,M,,29,6.8,,0,,M,,2005,YARMOUTH A,2005-05-29 00:00:00,10.7,0,,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,5,8.3,,8206500.2005.5.30,0,0,,0,11.9,T,M,,30,7.4,,0,,M,T,2005,YARMOUTH A,2005-05-30 00:00:00,9.7,0,,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,5,6.2,,8206500.2005.5.31,0,0,,0,16.2,T,M,,31,7.3,,0,,M,T,2005,YARMOUTH A,2005-05-31 00:00:00,11.8,0,,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,6,6.2,,8206500.2005.6.1,0,0,,0,16.4,,M,,1,7.1,,0,,M,,2005,YARMOUTH A,2005-06-01 00:00:00,11.8,0,,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,6,9.8,,8206500.2005.6.2,0,0,,0,11.4,,M,,2,5,,0,,M,,2005,YARMOUTH A,2005-06-02 00:00:00,8.2,0,,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,6,9.1,,8206500.2005.6.3,0,0,E,0,12.7,,M,,3,5.1,,35,,M,,2005,YARMOUTH A,2005-06-03 00:00:00,8.9,23,E,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,6,3.7,,8206500.2005.6.4,0,0,E,0,18.8,,M,,4,9.7,,35,,M,,2005,YARMOUTH A,2005-06-04 00:00:00,14.3,24,E,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,6,4.3,,8206500.2005.6.5,0,0,E,0,19.2,,M,,5,8.2,,33,,M,,2005,YARMOUTH A,2005-06-05 00:00:00,13.7,10,E,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,6,7,,8206500.2005.6.6,0,0,E,0,14.2,T,M,,6,7.8,,39,,M,T,2005,YARMOUTH A,2005-06-06 00:00:00,11,15,E,,
-66.0886111111111,43.83083333333333,13.2,0,NS,8206500,,,,6,6.9,,8206500.2005.6.7,13.2,0,E,0,12.9,,M,,7,9.2,,43,,M,,2005,YARMOUTH A,2005-06-07 00:00:00,11.1,20,E,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,6,4.2,,8206500.2005.6.8,0,0,,0,20,,M,,8,7.5,,0,,M,,2005,YARMOUTH A,2005-06-08 00:00:00,13.8,0,,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,6,1.7,,8206500.2005.6.9,0,0,,0,21.5,,M,,9,11.1,,0,,M,,2005,YARMOUTH A,2005-06-09 00:00:00,16.3,0,,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,6,5.4,,8206500.2005.6.10,0,0,E,0,15.6,,M,,10,9.5,,39,,M,,2005,YARMOUTH A,2005-06-10 00:00:00,12.6,23,E,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,6,3.2,,8206500.2005.6.11,0,0,E,0,18.8,,M,,11,10.7,,32,,M,,2005,YARMOUTH A,2005-06-11 00:00:00,14.8,25,E,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,6,3.1,,8206500.2005.6.12,0,0,,0,18.4,T,M,,12,11.3,,0,,M,T,2005,YARMOUTH A,2005-06-12 00:00:00,14.9,0,,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,6,1,,8206500.2005.6.13,0,0,,0,22.5,,M,,13,11.5,,0,,M,,2005,YARMOUTH A,2005-06-13 00:00:00,17,0,,,
-66.0886111111111,43.83083333333333,6,0,NS,8206500,,,,6,7.5,,8206500.2005.6.14,6,0,E,0,13.5,,M,,14,7.5,,44,,M,,2005,YARMOUTH A,2005-06-14 00:00:00,10.5,11,E,,
-66.0886111111111,43.83083333333333,4.4,0,NS,8206500,,,,6,8.2,,8206500.2005.6.15,4.4,0,E,0,12.8,,M,,15,6.7,,44,,M,,2005,YARMOUTH A,2005-06-15 00:00:00,9.8,12,E,,
-66.0886111111111,43.83083333333333,2,0,NS,8206500,,,,6,6.9,,8206500.2005.6.16,2,0,E,0,13.6,,M,,16,8.5,,39,,M,,2005,YARMOUTH A,2005-06-16 00:00:00,11.1,10,E,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,6,6.1,,8206500.2005.6.17,0,0,,0,15.4,T,M,,17,8.4,,0,,M,T,2005,YARMOUTH A,2005-06-17 00:00:00,11.9,0,,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,6,6.3,,8206500.2005.6.18,0,0,,0,15.4,,M,,18,8,,0,,M,,2005,YARMOUTH A,2005-06-18 00:00:00,11.7,0,,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,6,5.5,,8206500.2005.6.19,0,0,E,0,18.2,T,M,,19,6.8,,33,,M,T,2005,YARMOUTH A,2005-06-19 00:00:00,12.5,2,E,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,6,6.5,,8206500.2005.6.20,0,0,,0,16.6,,M,,20,6.3,,0,,M,,2005,YARMOUTH A,2005-06-20 00:00:00,11.5,0,,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,6,6.1,,8206500.2005.6.21,0,0,E,0,15.1,,M,,21,8.6,,37,,M,,2005,YARMOUTH A,2005-06-21 00:00:00,11.9,23,E,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,6,3.8,,8206500.2005.6.22,0,0,E,0,20.3,T,M,,22,8,,39,,M,T,2005,YARMOUTH A,2005-06-22 00:00:00,14.2,1,E,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,6,5.8,,8206500.2005.6.23,0,0,E,0,17.6,,M,,23,6.8,,35,,M,,2005,YARMOUTH A,2005-06-23 00:00:00,12.2,31,E,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,6,3.7,,8206500.2005.6.24,0,0,E,0,19,,M,,24,9.5,,32,,M,,2005,YARMOUTH A,2005-06-24 00:00:00,14.3,26,E,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,6,2.8,,8206500.2005.6.25,0,0,E,0,18.6,,M,,25,11.8,,33,,M,,2005,YARMOUTH A,2005-06-25 00:00:00,15.2,25,E,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,6,0,,8206500.2005.6.26,0,0,,0.1,24.2,,M,,26,12,,0,,M,,2005,YARMOUTH A,2005-06-26 00:00:00,18.1,0,,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,6,0,,8206500.2005.6.27,0,0,,1.1,25.3,T,M,,27,12.8,,0,,M,T,2005,YARMOUTH A,2005-06-27 00:00:00,19.1,0,,,
-66.0886111111111,43.83083333333333,0.4,0,NS,8206500,,,,6,2.1,,8206500.2005.6.28,0.4,0,,0,19.5,,M,,28,12.3,,0,,M,,2005,YARMOUTH A,2005-06-28 00:00:00,15.9,0,,,
-66.0886111111111,43.83083333333333,3.4,0,NS,8206500,,,,6,3.1,,8206500.2005.6.29,3.4,0,E,0,17.3,,M,,29,12.4,,43,,M,,2005,YARMOUTH A,2005-06-29 00:00:00,14.9,22,E,,
-66.0886111111111,43.83083333333333,16.4,0,NS,8206500,,,,6,3.7,,8206500.2005.6.30,16.4,0,,0,16,,M,,30,12.6,,0,,M,,2005,YARMOUTH A,2005-06-30 00:00:00,14.3,0,,,
-66.0886111111111,43.83083333333333,7.8,0,NS,8206500,,,,7,0.7,,8206500.2005.7.1,7.8,0,E,0,21.1,,M,,1,13.4,,46,,M,,2005,YARMOUTH A,2005-07-01 00:00:00,17.3,19,E,,
-66.0886111111111,43.83083333333333,0.8,0,NS,8206500,,,,7,5.8,,8206500.2005.7.2,0.8,0,E,0,16.2,,M,,2,8.1,,44,,M,,2005,YARMOUTH A,2005-07-02 00:00:00,12.2,19,E,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,7,2.4,,8206500.2005.7.3,0,0,,0,22.8,,M,,3,8.4,,0,,M,,2005,YARMOUTH A,2005-07-03 00:00:00,15.6,0,,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,7,3.1,,8206500.2005.7.4,0,0,,0,21.2,,M,,4,8.6,,0,,M,,2005,YARMOUTH A,2005-07-04 00:00:00,14.9,0,,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,7,3.3,,8206500.2005.7.5,0,0,,0,20.7,,M,,5,8.7,,0,,M,,2005,YARMOUTH A,2005-07-05 00:00:00,14.7,0,,,
-66.0886111111111,43.83083333333333,28.2,0,NS,8206500,,,,7,2.7,,8206500.2005.7.6,28.2,0,,0,18.3,,M,,6,12.2,,0,,M,,2005,YARMOUTH A,2005-07-06 00:00:00,15.3,0,,,
-66.0886111111111,43.83083333333333,5.6,0,NS,8206500,,,,7,1.5,,8206500.2005.7.7,5.6,0,,0,17.8,,M,,7,15.2,,0,,M,,2005,YARMOUTH A,2005-07-07 00:00:00,16.5,0,,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,7,1.2,,8206500.2005.7.8,0,0,,0,19.9,,M,,8,13.6,,0,,M,,2005,YARMOUTH A,2005-07-08 00:00:00,16.8,0,,,
-66.0886111111111,43.83083333333333,6,0,NS,8206500,,,,7,3.3,,8206500.2005.7.9,6,0,E,0,18.2,,M,,9,11.1,,46,,M,,2005,YARMOUTH A,2005-07-09 00:00:00,14.7,11,E,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,7,4.1,,8206500.2005.7.10,0,0,,0,17.9,T,M,,10,9.9,,0,,M,T,2005,YARMOUTH A,2005-07-10 00:00:00,13.9,0,,,
-66.0886111111111,43.83083333333333,0.8,0,NS,8206500,,,,7,0.2,,8206500.2005.7.11,0.8,0,,0,23,,M,,11,12.5,,0,,M,,2005,YARMOUTH A,2005-07-11 00:00:00,17.8,0,,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,7,0,,8206500.2005.7.12,0,0,,0,23.2,,M,,12,12.7,,0,,M,,2005,YARMOUTH A,2005-07-12 00:00:00,18,0,,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,7,2.5,,8206500.2005.7.13,0,0,,0,19.1,T,M,,13,11.8,,0,,M,T,2005,YARMOUTH A,2005-07-13 00:00:00,15.5,0,,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,7,1,,8206500.2005.7.14,0,0,E,0,21.5,T,M,,14,12.5,,44,,M,T,2005,YARMOUTH A,2005-07-14 00:00:00,17,21,E,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,7,0.5,,8206500.2005.7.15,0,0,E,0,21.8,T,M,,15,13.2,,37,,M,T,2005,YARMOUTH A,2005-07-15 00:00:00,17.5,23,E,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,7,0,,8206500.2005.7.16,0,0,,0.3,25.4,,M,,16,11.1,,0,,M,,2005,YARMOUTH A,2005-07-16 00:00:00,18.3,0,,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,7,0.8,,8206500.2005.7.17,0,0,,0,21.5,,M,,17,12.8,,0,,M,,2005,YARMOUTH A,2005-07-17 00:00:00,17.2,0,,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,7,0,,8206500.2005.7.18,0,0,,0,19.9,,M,,18,16.1,,0,,M,,2005,YARMOUTH A,2005-07-18 00:00:00,18,0,,,
-66.0886111111111,43.83083333333333,0.8,0,NS,8206500,,,,7,0.9,,8206500.2005.7.19,0.8,0,,0,19.3,,M,,19,14.9,,0,,M,,2005,YARMOUTH A,2005-07-19 00:00:00,17.1,0,,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,7,0,,8206500.2005.7.20,0,0,,1.7,24.5,T,M,,20,14.9,,0,,M,T,2005,YARMOUTH A,2005-07-20 00:00:00,19.7,0,,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,7,0,,8206500.2005.7.21,0,0,,0.9,26,,M,,21,11.7,,0,,M,,2005,YARMOUTH A,2005-07-21 00:00:00,18.9,0,,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,7,0,,8206500.2005.7.22,0,0,,0.1,24.4,,M,,22,11.7,,0,,M,,2005,YARMOUTH A,2005-07-22 00:00:00,18.1,0,,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,7,0.3,,8206500.2005.7.23,0,0,,0,22.5,T,M,,23,12.8,,0,,M,T,2005,YARMOUTH A,2005-07-23 00:00:00,17.7,0,,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,7,1.6,,8206500.2005.7.24,0,0,E,0,21,,M,,24,11.7,,33,,M,,2005,YARMOUTH A,2005-07-24 00:00:00,16.4,32,E,,
-66.0886111111111,43.83083333333333,27,0,NS,8206500,,,,7,2.7,,8206500.2005.7.25,27,0,E,0,18.8,,M,,25,11.8,,46,,M,,2005,YARMOUTH A,2005-07-25 00:00:00,15.3,19,E,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,7,0.7,,8206500.2005.7.26,0,0,E,0,21.6,,M,,26,12.9,,41,,M,,2005,YARMOUTH A,2005-07-26 00:00:00,17.3,21,E,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,7,1.7,,8206500.2005.7.27,0,0,E,0,18.6,T,M,,27,14,,50,,M,T,2005,YARMOUTH A,2005-07-27 00:00:00,16.3,20,E,,
-66.0886111111111,43.83083333333333,6,0,NS,8206500,,,,7,0,,8206500.2005.7.28,6,0,,0.9,24.8,,M,,28,13,,0,,M,,2005,YARMOUTH A,2005-07-28 00:00:00,18.9,0,,,
-66.0886111111111,43.83083333333333,2,0,NS,8206500,,,,7,0,,8206500.2005.7.29,2,0,,0.2,22.4,,M,,29,14,,0,,M,,2005,YARMOUTH A,2005-07-29 00:00:00,18.2,0,,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,7,0,,8206500.2005.7.30,0,0,,0.3,23.5,,M,,30,13,,0,,M,,2005,YARMOUTH A,2005-07-30 00:00:00,18.3,0,,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,7,1.1,,8206500.2005.7.31,0,0,,0,23.4,,M,,31,10.3,,0,,M,,2005,YARMOUTH A,2005-07-31 00:00:00,16.9,0,,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,8,0.4,,8206500.2005.8.1,0,0,,0,22,,M,,1,13.2,,0,,M,,2005,YARMOUTH A,2005-08-01 00:00:00,17.6,0,,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,8,0.8,,8206500.2005.8.2,0,0,E,0,20.7,T,M,,2,13.6,,46,,M,T,2005,YARMOUTH A,2005-08-02 00:00:00,17.2,31,E,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,8,1.3,,8206500.2005.8.3,0,0,E,0,22.2,,M,,3,11.1,,32,,M,,2005,YARMOUTH A,2005-08-03 00:00:00,16.7,34,E,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,8,1.5,,8206500.2005.8.4,0,0,,0,22.3,,M,,4,10.6,,0,,M,,2005,YARMOUTH A,2005-08-04 00:00:00,16.5,0,,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,8,2,,8206500.2005.8.5,0,0,E,0,20.8,,M,,5,11.1,,50,,M,,2005,YARMOUTH A,2005-08-05 00:00:00,16,18,E,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,8,0,,8206500.2005.8.6,0,0,,0.4,24.2,,M,,6,12.6,,0,,M,,2005,YARMOUTH A,2005-08-06 00:00:00,18.4,0,,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,8,0,,8206500.2005.8.7,0,0,,0.3,24.3,,M,,7,12.3,,0,,M,,2005,YARMOUTH A,2005-08-07 00:00:00,18.3,0,,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,8,0,,8206500.2005.8.8,0,0,,0,21,,M,,8,14.9,,0,,M,,2005,YARMOUTH A,2005-08-08 00:00:00,18,0,,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,8,0,,8206500.2005.8.9,0,0,E,0.5,21.4,,M,,9,15.6,,33,,M,,2005,YARMOUTH A,2005-08-09 00:00:00,18.5,21,E,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,8,0,,8206500.2005.8.10,0,0,E,1.6,23.4,,M,,10,15.7,,37,,M,,2005,YARMOUTH A,2005-08-10 00:00:00,19.6,21,E,,
-66.0886111111111,43.83083333333333,2,0,NS,8206500,,,,8,0.4,,8206500.2005.8.11,2,0,,0,21,,M,,11,14.2,,0,,M,,2005,YARMOUTH A,2005-08-11 00:00:00,17.6,0,,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,8,0,,8206500.2005.8.12,0,0,,1.2,25.3,,M,,12,13.1,,0,,M,,2005,YARMOUTH A,2005-08-12 00:00:00,19.2,0,,,
-66.0886111111111,43.83083333333333,10.8,0,NS,8206500,,,,8,0,,8206500.2005.8.13,10.8,0,E,0,19.5,,M,,13,16.4,,54,,M,,2005,YARMOUTH A,2005-08-13 00:00:00,18,24,E,,
-66.0886111111111,43.83083333333333,6.4,0,NS,8206500,,,,8,0,,8206500.2005.8.14,6.4,0,,4,27.7,,M,,14,16.2,,0,,M,,2005,YARMOUTH A,2005-08-14 00:00:00,22,0,,,
-66.0886111111111,43.83083333333333,17.2,0,NS,8206500,,,,8,2.2,,8206500.2005.8.15,17.2,0,,0,18.5,,M,,15,13,,0,,M,,2005,YARMOUTH A,2005-08-15 00:00:00,15.8,0,,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,8,0.9,,8206500.2005.8.16,0,0,,0,21.7,,M,,16,12.4,,0,,M,,2005,YARMOUTH A,2005-08-16 00:00:00,17.1,0,,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,8,4,,8206500.2005.8.17,0,0,,0,17.8,,M,,17,10.2,,0,,M,,2005,YARMOUTH A,2005-08-17 00:00:00,14,0,,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,8,4.5,,8206500.2005.8.18,0,0,,0,17.5,,M,,18,9.4,,0,,M,,2005,YARMOUTH A,2005-08-18 00:00:00,13.5,0,,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,8,2.9,,8206500.2005.8.19,0,0,,0,20.3,,M,,19,9.8,,0,,M,,2005,YARMOUTH A,2005-08-19 00:00:00,15.1,0,,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,8,0,,8206500.2005.8.20,0,0,E,0.3,24.7,,M,,20,11.8,,37,,M,,2005,YARMOUTH A,2005-08-20 00:00:00,18.3,12,E,,
-66.0886111111111,43.83083333333333,3.8,0,NS,8206500,,,,8,0,,8206500.2005.8.21,3.8,0,E,0.4,21.1,,M,,21,15.7,,37,,M,,2005,YARMOUTH A,2005-08-21 00:00:00,18.4,22,E,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,8,0.8,,8206500.2005.8.22,0,0,,0,21.6,T,M,,22,12.8,,0,,M,T,2005,YARMOUTH A,2005-08-22 00:00:00,17.2,0,,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,8,1.3,,8206500.2005.8.23,0,0,,0,21.1,,M,,23,12.3,,0,,M,,2005,YARMOUTH A,2005-08-23 00:00:00,16.7,0,,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,8,1.1,,8206500.2005.8.24,0,0,,0,23.8,,M,,24,9.9,,0,,M,,2005,YARMOUTH A,2005-08-24 00:00:00,16.9,0,,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,8,2.6,,8206500.2005.8.25,0,0,E,0,19.1,,M,,25,11.6,,39,,M,,2005,YARMOUTH A,2005-08-25 00:00:00,15.4,33,E,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,8,0.5,,8206500.2005.8.26,0,0,,0,23.1,,M,,26,11.8,,0,,M,,2005,YARMOUTH A,2005-08-26 00:00:00,17.5,0,,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,8,1.1,,8206500.2005.8.27,0,0,,0,23.1,,M,,27,10.6,,0,,M,,2005,YARMOUTH A,2005-08-27 00:00:00,16.9,0,,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,8,0.3,,8206500.2005.8.28,0,0,,0,23.7,,M,,28,11.7,,0,,M,,2005,YARMOUTH A,2005-08-28 00:00:00,17.7,0,,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,8,0,,8206500.2005.8.29,0,0,E,3.3,25,,M,,29,17.6,,33,,M,,2005,YARMOUTH A,2005-08-29 00:00:00,21.3,18,E,,
-66.0886111111111,43.83083333333333,16.2,0,NS,8206500,,,,8,0,,8206500.2005.8.30,16.2,0,,2,22.6,,M,,30,17.4,,0,,M,,2005,YARMOUTH A,2005-08-30 00:00:00,20,0,,,
-66.0886111111111,43.83083333333333,29.4,0,NS,8206500,,,,8,0,,8206500.2005.8.31,29.4,0,E,2.9,23.2,,M,,31,18.5,,54,,M,,2005,YARMOUTH A,2005-08-31 00:00:00,20.9,18,E,,
-66.0886111111111,43.83083333333333,19.6,0,NS,8206500,,,,9,0,,8206500.2005.9.1,19.6,0,E,0.6,20.9,,M,,1,16.2,,56,,M,,2005,YARMOUTH A,2005-09-01 00:00:00,18.6,18,E,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,9,0,,8206500.2005.9.2,0,0,,0.3,22.9,,M,,2,13.7,,0,,M,,2005,YARMOUTH A,2005-09-02 00:00:00,18.3,0,,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,9,1.2,,8206500.2005.9.3,0,0,,0,20.3,,M,,3,13.2,,0,,M,,2005,YARMOUTH A,2005-09-03 00:00:00,16.8,0,,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,9,1.2,,8206500.2005.9.4,0,0,,0,22.9,,M,,4,10.6,,0,,M,,2005,YARMOUTH A,2005-09-04 00:00:00,16.8,0,,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,9,2.7,,8206500.2005.9.5,0,0,E,0,20.6,,M,,5,9.9,,37,,M,,2005,YARMOUTH A,2005-09-05 00:00:00,15.3,33,E,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,9,2.6,,8206500.2005.9.6,0,0,,0,21.4,,M,,6,9.4,,0,,M,,2005,YARMOUTH A,2005-09-06 00:00:00,15.4,0,,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,9,3.1,,8206500.2005.9.7,0,0,,0,19.3,,M,,7,10.4,,0,,M,,2005,YARMOUTH A,2005-09-07 00:00:00,14.9,0,,,
