x,y,CLIMATE_IDENTIFIER,SPEED_MAX_GUST_FLAG,MEAN_TEMPERATURE,HEATING_DEGREE_DAYS_FLAG,LOCAL_MONTH,PROVINCE_CODE,MIN_TEMPERATURE_FLAG,TOTAL_PRECIPITATION_FLAG,MIN_TEMPERATURE,SNOW_ON_GROUND,COOLING_DEGREE_DAYS,MIN_REL_HUMIDITY_FLAG,TOTAL_SNOW_FLAG,SPEED_MAX_GUST,SNOW_ON_GROUND_FLAG,COOLING_DEGREE_DAYS_FLAG,MIN_REL_HUMIDITY,LOCAL_DAY,HEATING_DEGREE_DAYS,MAX_REL_HUMIDITY_FLAG,TOTAL_PRECIPITATION,TOTAL_SNOW,MEAN_TEMPERATURE_FLAG,DIRECTION_MAX_GUST_FLAG,TOTAL_RAIN,LOCAL_YEAR,DIRECTION_MAX_GUST,ID,MAX_TEMPERATURE_FLAG,LOCAL_DATE,MAX_TEMPERATURE,TOTAL_RAIN_FLAG,STATION_NAME,MAX_REL_HUMIDITY
-66.0886111111111,43.8308333333333,8206500,E,11.4,,5,NS,,T,7.9,0,0,M,,43,,,,3,6.6,M,0,0,,E,0,2010,30,8206500.2010.5.3,,2010-05-03 00:00:00,14.8,T,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,13.8,,5,NS,,T,9.2,0,0,M,,37,,,,4,4.2,M,0,0,,E,0,2010,28,8206500.2010.5.4,,2010-05-04 00:00:00,18.3,T,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,11.1,,5,NS,,T,6.8,0,0,M,,39,,,,5,6.9,M,0,0,,E,0,2010,33,8206500.2010.5.5,,2010-05-05 00:00:00,15.3,T,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,11.4,,5,NS,,,7.5,0,0,M,,61,,,,6,6.6,M,3,0,,E,3,2010,19,8206500.2010.5.6,,2010-05-06 00:00:00,15.2,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,9.8,,5,NS,,,7.7,0,0,M,,65,,,,7,8.2,M,0,0,,E,0,2010,30,8206500.2010.5.7,,2010-05-07 00:00:00,11.8,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,7.9,,5,NS,,,5.6,0,0,M,,39,,,,8,10.1,M,10.4,0,,E,10.4,2010,12,8206500.2010.5.8,,2010-05-08 00:00:00,10.1,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,7.4,,5,NS,,,5.6,0,0,M,,57,,,,9,10.6,M,0,0,,E,0,2010,27,8206500.2010.5.9,,2010-05-09 00:00:00,9.2,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,6.3,,5,NS,,,4.4,0,0,M,,37,,,,10,11.7,M,0.8,0,,E,0.8,2010,32,8206500.2010.5.10,,2010-05-10 00:00:00,8.2,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,6.5,,5,NS,,,2.3,0,0,M,,39,,,,11,11.5,M,0,0,,E,0,2010,34,8206500.2010.5.11,,2010-05-11 00:00:00,10.6,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,,7.6,,5,NS,,T,3.9,0,0,M,,0,,,,12,10.4,M,0,0,,,0,2010,0,8206500.2010.5.12,,2010-05-12 00:00:00,11.3,T,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,7.2,,5,NS,,,3.1,0,0,M,,48,,,,13,10.8,M,0,0,,E,0,2010,27,8206500.2010.5.13,,2010-05-13 00:00:00,11.2,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,,10.6,,5,NS,,,5.5,0,0,M,,0,,,,14,7.4,M,0,0,,,0,2010,0,8206500.2010.5.14,,2010-05-14 00:00:00,15.7,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,8.1,,5,NS,,,4.2,0,0,M,,35,,,,15,9.9,M,4.8,0,,E,4.8,2010,1,8206500.2010.5.15,,2010-05-15 00:00:00,11.9,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,10.2,,5,NS,,,6.6,0,0,M,,43,,,,16,7.8,M,0,0,,E,0,2010,30,8206500.2010.5.16,,2010-05-16 00:00:00,13.8,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,10,,5,NS,,,4.6,0,0,M,,48,,,,17,8,M,0,0,,E,0,2010,32,8206500.2010.5.17,,2010-05-17 00:00:00,15.4,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,,9.6,,5,NS,,,3.8,0,0,M,,0,,,,18,8.4,M,0,0,,,0,2010,0,8206500.2010.5.18,,2010-05-18 00:00:00,15.3,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,10.5,,5,NS,,,7.4,0,0,M,,63,,,,19,7.5,M,25,0,,E,25,2010,11,8206500.2010.5.19,,2010-05-19 00:00:00,13.5,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,9.8,,5,NS,,,6.7,0,0,M,,41,,,,20,8.2,M,0.8,0,,E,0.8,2010,25,8206500.2010.5.20,,2010-05-20 00:00:00,12.8,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,12.1,,5,NS,,,5.1,0,0,M,,48,,,,21,5.9,M,0,0,,E,0,2010,33,8206500.2010.5.21,,2010-05-21 00:00:00,19.1,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,10.7,,5,NS,,,5.6,0,0,M,,41,,,,22,7.3,M,0,0,,E,0,2010,18,8206500.2010.5.22,,2010-05-22 00:00:00,15.7,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,,13.8,,5,NS,,,9.6,0,0,M,,0,,,,23,4.2,M,0,0,,,0,2010,0,8206500.2010.5.23,,2010-05-23 00:00:00,17.9,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,13.2,,5,NS,,,9.6,0,0,M,,32,,,,24,4.8,M,0,0,,E,0,2010,26,8206500.2010.5.24,,2010-05-24 00:00:00,16.8,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,14.3,,5,NS,,,11.2,0,0,M,,41,,,,25,3.7,M,6.8,0,,E,6.8,2010,25,8206500.2010.5.25,,2010-05-25 00:00:00,17.3,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,,15.1,,5,NS,,,6.6,0,0,M,,0,,,,26,2.9,M,3.6,0,,,3.6,2010,0,8206500.2010.5.26,,2010-05-26 00:00:00,23.5,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,11.9,,5,NS,,T,6.6,0,0,M,,52,,,,27,6.1,M,0,0,,E,0,2010,1,8206500.2010.5.27,,2010-05-27 00:00:00,17.1,T,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,12.1,,5,NS,,T,7.1,0,0,M,,41,,,,28,5.9,M,0,0,,E,0,2010,33,8206500.2010.5.28,,2010-05-28 00:00:00,17.1,T,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,11.4,,5,NS,,,6.9,0,0,M,,37,,,,29,6.6,M,0,0,,E,0,2010,26,8206500.2010.5.29,,2010-05-29 00:00:00,15.9,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,12.6,,5,NS,,,8.6,0,0,M,,43,,,,30,5.4,M,0.6,0,,E,0.6,2010,27,8206500.2010.5.30,,2010-05-30 00:00:00,16.6,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,12.5,,5,NS,,,9.2,0,0,M,,56,,,,31,5.5,M,0,0,,E,0,2010,33,8206500.2010.5.31,,2010-05-31 00:00:00,15.7,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,11.8,,6,NS,,,9,0,0,M,,44,,,,1,6.2,M,3.4,0,,E,3.4,2010,18,8206500.2010.6.1,,2010-06-01 00:00:00,14.6,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,,12.8,,6,NS,,T,8.8,0,0,M,,0,,,,2,5.2,M,0,0,,,0,2010,0,8206500.2010.6.2,,2010-06-02 00:00:00,16.8,T,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,11.9,,6,NS,,,8.8,0,0,M,,41,,,,3,6.1,M,0.4,0,,E,0.4,2010,14,8206500.2010.6.3,,2010-06-03 00:00:00,15,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,,11.9,,6,NS,,,8.7,0,0,M,,0,,,,4,6.1,M,0.2,0,,,0.2,2010,0,8206500.2010.6.4,,2010-06-04 00:00:00,15,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,12.1,,6,NS,,,8.2,0,0,M,,44,,,,5,5.9,M,13.8,0,,E,13.8,2010,18,8206500.2010.6.5,,2010-06-05 00:00:00,16,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,13.8,,6,NS,,,11.1,0,0,M,,56,,,,6,4.2,M,13.4,0,,E,13.4,2010,20,8206500.2010.6.6,,2010-06-06 00:00:00,16.4,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,,12.4,,6,NS,,T,8.9,0,0,M,,0,,,,7,5.6,M,0,0,,,0,2010,0,8206500.2010.6.7,,2010-06-07 00:00:00,15.9,T,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,12.1,,6,NS,,,8.8,0,0,M,,37,,,,8,5.9,M,0,0,,E,0,2010,29,8206500.2010.6.8,,2010-06-08 00:00:00,15.4,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,,11.6,,6,NS,,,7.7,0,0,M,,0,,,,9,6.4,M,0,0,,,0,2010,0,8206500.2010.6.9,,2010-06-09 00:00:00,15.5,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,,11.7,,6,NS,,,6.6,0,0,M,,0,,,,10,6.3,M,0,0,,,0,2010,0,8206500.2010.6.10,,2010-06-10 00:00:00,16.7,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,,13.9,,6,NS,,,8,0,0,M,,0,,,,11,4.1,M,0,0,,,0,2010,0,8206500.2010.6.11,,2010-06-11 00:00:00,19.8,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,,12.7,,6,NS,,,8.7,0,0,M,,0,,,,12,5.3,M,0,0,,,0,2010,0,8206500.2010.6.12,,2010-06-12 00:00:00,16.7,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,,14.5,,6,NS,,,8.3,0,0,M,,0,,,,13,3.5,M,0,0,,,0,2010,0,8206500.2010.6.13,,2010-06-13 00:00:00,20.7,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,,14.4,,6,NS,,T,9.8,0,0,M,,0,,,,14,3.6,M,0,0,,,0,2010,0,8206500.2010.6.14,,2010-06-14 00:00:00,18.9,T,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,12.3,,6,NS,,,8.6,0,0,M,,56,,,,15,5.7,M,0,0,,E,0,2010,29,8206500.2010.6.15,,2010-06-15 00:00:00,16,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,,14.5,,6,NS,,,9.4,0,0,M,,0,,,,16,3.5,M,0.2,0,,,0.2,2010,0,8206500.2010.6.16,,2010-06-16 00:00:00,19.5,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,,13.1,,6,NS,,,9.8,0,0,M,,0,,,,17,4.9,M,3.2,0,,,3.2,2010,0,8206500.2010.6.17,,2010-06-17 00:00:00,16.4,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,,14,,6,NS,,,9.1,0,0,M,,0,,,,18,4,M,0,0,,,0,2010,0,8206500.2010.6.18,,2010-06-18 00:00:00,18.8,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,17,,6,NS,,,12,0,0,M,,41,,,,19,1,M,0,0,,E,0,2010,21,8206500.2010.6.19,,2010-06-19 00:00:00,22,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,17.4,,6,NS,,,12.8,0,0,M,,39,,,,20,0.6,M,3.2,0,,E,3.2,2010,20,8206500.2010.6.20,,2010-06-20 00:00:00,22,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,,16,,6,NS,,,11.5,0,0,M,,0,,,,21,2,M,0,0,,,0,2010,0,8206500.2010.6.21,,2010-06-21 00:00:00,20.4,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,,17.4,,6,NS,,,10.9,0,0,M,,0,,,,22,0.6,M,0,0,,,0,2010,0,8206500.2010.6.22,,2010-06-22 00:00:00,23.9,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,14.4,,6,NS,,,11.7,0,0,M,,37,,,,23,3.6,M,26,0,,E,26,2010,14,8206500.2010.6.23,,2010-06-23 00:00:00,17,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,15.1,,6,NS,,T,10.2,0,0,M,,43,,,,24,2.9,M,0,0,,E,0,2010,21,8206500.2010.6.24,,2010-06-24 00:00:00,20,T,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,,17,,6,NS,,,12.8,0,0,M,,0,,,,25,1,M,0,0,,,0,2010,0,8206500.2010.6.25,,2010-06-25 00:00:00,21.1,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,15.3,,6,NS,,,13,0,0,M,,33,,,,26,2.7,M,0.8,0,,E,0.8,2010,21,8206500.2010.6.26,,2010-06-26 00:00:00,17.5,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,,17.5,,6,NS,,,12.9,0,0,M,,0,,,,27,0.5,M,0.2,0,,,0.2,2010,0,8206500.2010.6.27,,2010-06-27 00:00:00,22.1,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,16,,6,NS,,,13.8,0,0,M,,39,,,,28,2,M,17.8,0,,E,17.8,2010,13,8206500.2010.6.28,,2010-06-28 00:00:00,18.1,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,,17.7,,6,NS,,,13.6,0,0,M,,0,,,,29,0.3,M,0,0,,,0,2010,0,8206500.2010.6.29,,2010-06-29 00:00:00,21.8,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,,15.5,,6,NS,,,12,0,0,M,,0,,,,30,2.5,M,0,0,,,0,2010,0,8206500.2010.6.30,,2010-06-30 00:00:00,18.9,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,,14.6,,7,NS,,,10.8,0,0,M,,0,,,,1,3.4,M,0,0,,,0,2010,0,8206500.2010.7.1,,2010-07-01 00:00:00,18.3,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,13.4,,7,NS,,,9.8,0,0,M,,32,,,,2,4.6,M,0,0,,E,0,2010,31,8206500.2010.7.2,,2010-07-02 00:00:00,17,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,15.5,,7,NS,,,10.9,0,0,M,,41,,,,3,2.5,M,0,0,,E,0,2010,24,8206500.2010.7.3,,2010-07-03 00:00:00,20.1,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,17.1,,7,NS,,,12.9,0,0,M,,33,,,,4,0.9,M,0,0,,E,0,2010,18,8206500.2010.7.4,,2010-07-04 00:00:00,21.3,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,,21.2,,7,NS,,,15.2,0,3.2,M,,0,,,,5,0,M,0,0,,,0,2010,0,8206500.2010.7.5,,2010-07-05 00:00:00,27.1,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,,19.5,,7,NS,,,16.1,0,1.5,M,,0,,,,6,0,M,0,0,,,0,2010,0,8206500.2010.7.6,,2010-07-06 00:00:00,22.8,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,,20.5,,7,NS,,,15.6,0,2.5,M,,0,,,,7,0,M,0,0,,,0,2010,0,8206500.2010.7.7,,2010-07-07 00:00:00,25.4,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,,21.4,,7,NS,,,16.4,0,3.4,M,,0,,,,8,0,M,0,0,,,0,2010,0,8206500.2010.7.8,,2010-07-08 00:00:00,26.3,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,21.1,,7,NS,,,16.6,0,3.1,M,,44,,,,9,0,M,1,0,,E,1,2010,20,8206500.2010.7.9,,2010-07-09 00:00:00,25.5,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,20.7,,7,NS,,,17.7,0,2.7,M,,52,,,,10,0,M,2.6,0,,E,2.6,2010,19,8206500.2010.7.10,,2010-07-10 00:00:00,23.6,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,17.1,,7,NS,,,13.9,0,0,M,,41,,,,11,0.9,M,63,0,,E,63,2010,18,8206500.2010.7.11,,2010-07-11 00:00:00,20.3,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,,17.5,,7,NS,,,14.3,0,0,M,,0,,,,12,0.5,M,0,0,,,0,2010,0,8206500.2010.7.12,,2010-07-12 00:00:00,20.7,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,,18.9,,7,NS,,T,15,0,0.9,M,,0,,,,13,0,M,0,0,,,0,2010,0,8206500.2010.7.13,,2010-07-13 00:00:00,22.7,T,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,17.2,,7,NS,,,14.7,0,0,M,,35,,,,14,0.8,M,27.6,0,,E,27.6,2010,19,8206500.2010.7.14,,2010-07-14 00:00:00,19.7,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,,20.2,,7,NS,,,15.3,0,2.2,M,,0,,,,15,0,M,0,0,,,0,2010,0,8206500.2010.7.15,,2010-07-15 00:00:00,25.1,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,,19,,7,NS,,T,14.8,0,1,M,,0,,,,16,0,M,0,0,,,0,2010,0,8206500.2010.7.16,,2010-07-16 00:00:00,23.2,T,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,,18.9,,7,NS,,,15.5,0,0.9,M,,0,,,,17,0,M,0,0,,,0,2010,0,8206500.2010.7.17,,2010-07-17 00:00:00,22.3,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,18.3,,7,NS,,,14.4,0,0.3,M,,35,,,,18,0,M,0,0,,E,0,2010,22,8206500.2010.7.18,,2010-07-18 00:00:00,22.2,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,,20.3,,7,NS,,,14.1,0,2.3,M,,0,,,,19,0,M,0.2,0,,,0.2,2010,0,8206500.2010.7.19,,2010-07-19 00:00:00,26.5,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,,19.5,,7,NS,,,15,0,1.5,M,,0,,,,20,0,M,0,0,,,0,2010,0,8206500.2010.7.20,,2010-07-20 00:00:00,23.9,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,,18.7,,7,NS,,,13.9,0,0.7,M,,0,,,,21,0,M,6.8,0,,,6.8,2010,0,8206500.2010.7.21,,2010-07-21 00:00:00,23.4,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,17.2,,7,NS,,,14.5,0,0,M,,35,,,,22,0.8,M,0.4,0,,E,0.4,2010,28,8206500.2010.7.22,,2010-07-22 00:00:00,19.9,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,,18.2,,7,NS,,,14.2,0,0.2,M,,0,,,,23,0,M,0,0,,,0,2010,0,8206500.2010.7.23,,2010-07-23 00:00:00,22.2,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,,19.4,,7,NS,,T,15.5,0,1.4,M,,0,,,,24,0,M,0,0,,,0,2010,0,8206500.2010.7.24,,2010-07-24 00:00:00,23.2,T,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,16.9,,7,NS,,,13.8,0,0,M,,33,,,,25,1.1,M,10.8,0,,E,10.8,2010,16,8206500.2010.7.25,,2010-07-25 00:00:00,19.9,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,16.6,,7,NS,,,14.1,0,0,M,,52,,,,26,1.4,M,0,0,,E,0,2010,27,8206500.2010.7.26,,2010-07-26 00:00:00,19,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,17.4,,7,NS,,,12.8,0,0,M,,41,,,,27,0.6,M,0,0,,E,0,2010,30,8206500.2010.7.27,,2010-07-27 00:00:00,22,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,17.8,,7,NS,,,12.8,0,0,M,,54,,,,28,0.2,M,0,0,,E,0,2010,20,8206500.2010.7.28,,2010-07-28 00:00:00,22.8,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,17.3,,7,NS,,,13.8,0,0,M,,52,,,,29,0.7,M,4.6,0,,E,4.6,2010,19,8206500.2010.7.29,,2010-07-29 00:00:00,20.7,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,,16,,7,NS,,,11.5,0,0,M,,0,,,,30,2,M,0,0,,,0,2010,0,8206500.2010.7.30,,2010-07-30 00:00:00,20.4,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,,16.9,,7,NS,,,11.2,0,0,M,,0,,,,31,1.1,M,0,0,,,0,2010,0,8206500.2010.7.31,,2010-07-31 00:00:00,22.5,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,,17.1,,8,NS,,,11.2,,0,,,0,,,54,1,0.9,,0,0,,,0,2010,0,8206500.2010.8.1,,2010-08-01 00:00:00,22.9,,YARMOUTH A,95
-66.0886111111111,43.8308333333333,8206500,,17.7,,8,NS,,,11,,0,,,0,,,49,2,0.3,,0,0,,,0,2010,0,8206500.2010.8.2,,2010-08-02 00:00:00,24.3,,YARMOUTH A,100
-66.0886111111111,43.8308333333333,8206500,,16,,8,NS,,T,11.4,,0,,,44,,,69,3,2,,0,0,,,0,2010,21,8206500.2010.8.3,,2010-08-03 00:00:00,20.6,T,YARMOUTH A,100
-66.0886111111111,43.8308333333333,8206500,,17.1,,8,NS,,,15.6,,0,,,50,,,91,4,0.9,,2,0,,,2,2010,21,8206500.2010.8.4,,2010-08-04 00:00:00,18.5,,YARMOUTH A,100
-66.0886111111111,43.8308333333333,8206500,,19.5,,8,NS,,,17.3,,1.5,,,41,,,99,5,0,,3,0,,,3,2010,19,8206500.2010.8.5,,2010-08-05 00:00:00,21.7,,YARMOUTH A,100
-66.0886111111111,43.8308333333333,8206500,,18.3,,8,NS,,T,13.8,,0.3,,,33,,,87,6,0,,0,0,,,0,2010,33,8206500.2010.8.6,,2010-08-06 00:00:00,22.8,T,YARMOUTH A,100
-66.0886111111111,43.8308333333333,8206500,,15.4,,8,NS,,,11.9,,0,,,37,,,57,7,2.6,,0,0,,,0,2010,27,8206500.2010.8.7,,2010-08-07 00:00:00,18.9,,YARMOUTH A,93
-66.0886111111111,43.8308333333333,8206500,,17.7,,8,NS,,T,14.4,,0,,,35,,,73,8,0.3,,0,0,,,0,2010,21,8206500.2010.8.8,,2010-08-08 00:00:00,20.9,T,YARMOUTH A,92
-66.0886111111111,43.8308333333333,8206500,,19.3,,8,NS,,,15.7,,1.3,,,43,,,71,9,0,,0,0,,,0,2010,18,8206500.2010.8.9,,2010-08-09 00:00:00,22.9,,YARMOUTH A,100
-66.0886111111111,43.8308333333333,8206500,,19.3,,8,NS,,,15.1,,1.3,,,0,,,85,10,0,,2.2,0,,,2.2,2010,0,8206500.2010.8.10,,2010-08-10 00:00:00,23.5,,YARMOUTH A,100
-66.0886111111111,43.8308333333333,8206500,,18.3,,8,NS,,,12.6,,0.3,,,0,,,55,11,0,,0,0,,,0,2010,0,8206500.2010.8.11,,2010-08-11 00:00:00,23.9,,YARMOUTH A,100
-66.0886111111111,43.8308333333333,8206500,,16.5,,8,NS,,,10.2,,0,,,0,,,49,12,1.5,,0,0,,,0,2010,0,8206500.2010.8.12,,2010-08-12 00:00:00,22.7,,YARMOUTH A,100
-66.0886111111111,43.8308333333333,8206500,,15.8,,8,NS,,,9.7,,0,,,32,,,64,13,2.2,,0,0,,,0,2010,30,8206500.2010.8.13,,2010-08-13 00:00:00,21.9,,YARMOUTH A,98
-66.0886111111111,43.8308333333333,8206500,,17.7,,8,NS,,,11.6,,0,,,0,,,59,14,0.3,,0,0,,,0,2010,0,8206500.2010.8.14,,2010-08-14 00:00:00,23.8,,YARMOUTH A,100
-66.0886111111111,43.8308333333333,8206500,,17.8,,8,NS,,,11.2,,0,,,0,,,43,15,0.2,,0,0,,,0,2010,0,8206500.2010.8.15,,2010-08-15 00:00:00,24.3,,YARMOUTH A,100
-66.0886111111111,43.8308333333333,8206500,,17.1,,8,NS,,T,12.6,,0,,,37,,,72,16,0.9,,0,0,,,0,2010,17,8206500.2010.8.16,,2010-08-16 00:00:00,21.6,T,YARMOUTH A,100
-66.0886111111111,43.8308333333333,8206500,,19.2,,8,NS,,,16.9,,1.2,,,46,,,92,17,0,,10.4,0,,,10.4,2010,19,8206500.2010.8.17,,2010-08-17 00:00:00,21.5,,YARMOUTH A,100
-66.0886111111111,43.8308333333333,8206500,,18.4,,8,NS,,,13.6,,0.4,,,0,,,68,18,0,,0.2,0,,,0.2,2010,0,8206500.2010.8.18,,2010-08-18 00:00:00,23.2,,YARMOUTH A,100
-66.0886111111111,43.8308333333333,8206500,,19,,8,NS,,,12.1,,1,,,0,,,47,19,0,,0,0,,,0,2010,0,8206500.2010.8.19,,2010-08-19 00:00:00,25.8,,YARMOUTH A,100
-66.0886111111111,43.8308333333333,8206500,,15.2,,8,NS,,,11.1,,0,,,0,,,90,20,2.8,,0,0,,,0,2010,0,8206500.2010.8.20,,2010-08-20 00:00:00,19.3,,YARMOUTH A,100
-66.0886111111111,43.8308333333333,8206500,,15.9,,8,NS,,,10.5,,0,,,0,,,50,21,2.1,,0,0,,,0,2010,0,8206500.2010.8.21,,2010-08-21 00:00:00,21.2,,YARMOUTH A,100
-66.0886111111111,43.8308333333333,8206500,,16.7,,8,NS,,T,13.5,,0,,,0,,,80,22,1.3,,0,0,,,0,2010,0,8206500.2010.8.22,,2010-08-22 00:00:00,19.9,T,YARMOUTH A,100
-66.0886111111111,43.8308333333333,8206500,,17.2,,8,NS,,,12.9,,0,,,32,,,74,23,0.8,,4.2,0,,,4.2,2010,7,8206500.2010.8.23,,2010-08-23 00:00:00,21.5,,YARMOUTH A,100
-66.0886111111111,43.8308333333333,8206500,,18.8,,8,NS,,,14,,0.8,,,35,,,62,24,0,,0,0,,,0,2010,9,8206500.2010.8.24,,2010-08-24 00:00:00,23.5,,YARMOUTH A,99
-66.0886111111111,43.8308333333333,8206500,,19.1,,8,NS,,,13.8,,1.1,,,50,,,70,25,0,,14,0,,,14,2010,12,8206500.2010.8.25,,2010-08-25 00:00:00,24.4,,YARMOUTH A,100
-66.0886111111111,43.8308333333333,8206500,,16.3,,8,NS,,T,14.1,,0,,,39,,,99,26,1.7,,0,0,,,0,2010,27,8206500.2010.8.26,,2010-08-26 00:00:00,18.4,T,YARMOUTH A,100
-66.0886111111111,43.8308333333333,8206500,,15.6,,8,NS,,,11.1,,0,,,0,,,81,27,2.4,,0,0,,,0,2010,0,8206500.2010.8.27,,2010-08-27 00:00:00,20,,YARMOUTH A,100
-66.0886111111111,43.8308333333333,8206500,,15.2,,8,NS,,,9.8,,0,,,0,,,59,28,2.8,,0,0,,,0,2010,0,8206500.2010.8.28,,2010-08-28 00:00:00,20.5,,YARMOUTH A,100
-66.0886111111111,43.8308333333333,8206500,,18,,8,NS,,,11.9,,0,,,0,,,67,29,0,,0,0,,,0,2010,0,8206500.2010.8.29,,2010-08-29 00:00:00,24,,YARMOUTH A,100
-66.0886111111111,43.8308333333333,8206500,,22.1,,8,NS,,,16.1,,4.1,,,0,,,63,30,0,,0,0,,,0,2010,0,8206500.2010.8.30,,2010-08-30 00:00:00,28,,YARMOUTH A,92
